start	stop	chrom	strand	seqname	num_exons
5787364	5790970	c2	-	Hcv1.av84.c2.g850.i3	7
5791027	5792091	c2	-	Hcv1.av84.c2.g851.i1	1
5795909	5796739	c2	+	Hcv1.av84.c2.g852.i1	1
5806393	5811203	c2	+	Hcv1.av84.c2.g853.i1	5
5811991	5817444	c2	-	Hcv1.av84.c2.g854.i1	3
5811991	5817444	c2	-	Hcv1.av84.c2.g854.i2	3
5822273	5824624	c2	+	Hcv1.av84.c2.g855.i1	6
5825440	5827609	c2	+	Hcv1.av84.c2.g856.i1	2
5827672	5830772	c2	+	Hcv1.av84.c2.g857.i1	9
5827672	5830772	c2	+	Hcv1.av84.c2.g857.i2	10
5827672	5830772	c2	+	Hcv1.av84.c2.g857.i3	9
5827672	5830414	c2	+	Hcv1.av84.c2.g857.i4	9
5827672	5830408	c2	+	Hcv1.av84.c2.g857.i5	9
5831468	5832900	c2	+	Hcv1.av84.c2.g858.i1	1
5834696	5853593	c2	-	Hcv1.av84.c2.g859.i1	17
680802	681388	c2	-	Hcv1.av84.c2.g86.i1	2
5861276	5863121	c2	+	Hcv1.av84.c2.g860.i1	1
5863179	5877004	c2	+	Hcv1.av84.c2.g861.i1	10
5863179	5877004	c2	+	Hcv1.av84.c2.g861.i2	10
5865112	5866473	c2	-	Hcv1.av84.c2.g862.i1	1
5880965	5886459	c2	+	Hcv1.av84.c2.g863.i1	9
5887191	5888645	c2	+	Hcv1.av84.c2.g864.i1	2
5891709	5902587	c2	+	Hcv1.av84.c2.g865.i1	5
5891709	5902587	c2	+	Hcv1.av84.c2.g865.i2	3
5891709	5902587	c2	+	Hcv1.av84.c2.g865.i3	4
5891709	5902587	c2	+	Hcv1.av84.c2.g865.i4	2
5903192	5908717	c2	-	Hcv1.av84.c2.g866.i1	9
5910011	5914593	c2	+	Hcv1.av84.c2.g867.i1	7
5910174	5914593	c2	+	Hcv1.av84.c2.g867.i2	7
5914700	5919578	c2	-	Hcv1.av84.c2.g868.i1	7
5919788	5920589	c2	-	Hcv1.av84.c2.g869.i1	1
681567	682989	c2	-	Hcv1.av84.c2.g87.i1	4
5923678	5927637	c2	-	Hcv1.av84.c2.g870.i1	4
5921083	5927637	c2	-	Hcv1.av84.c2.g870.i2	4
5928886	5930935	c2	-	Hcv1.av84.c2.g871.i1	1
5931407	5932705	c2	-	Hcv1.av84.c2.g872.i1	1
5934679	5938372	c2	+	Hcv1.av84.c2.g873.i1	2
5938768	5971932	c2	-	Hcv1.av84.c2.g874.i1	59
5971992	5973295	c2	-	Hcv1.av84.c2.g875.i1	1
5973844	5983759	c2	+	Hcv1.av84.c2.g876.i1	13
5973844	5983759	c2	+	Hcv1.av84.c2.g876.i2	12
5984057	5991974	c2	-	Hcv1.av84.c2.g877.i1	12
5994900	5996956	c2	+	Hcv1.av84.c2.g878.i1	4
5997937	6001465	c2	+	Hcv1.av84.c2.g879.i1	11
5997937	6001465	c2	+	Hcv1.av84.c2.g879.i2	12
683054	684488	c2	-	Hcv1.av84.c2.g88.i1	1
6002451	6008520	c2	+	Hcv1.av84.c2.g880.i1	8
6004600	6008520	c2	+	Hcv1.av84.c2.g880.i2	5
6008214	6010932	c2	-	Hcv1.av84.c2.g881.i1	2
6021037	6033417	c2	-	Hcv1.av84.c2.g882.i1	18
6021037	6033417	c2	-	Hcv1.av84.c2.g882.i2	19
6035760	6038486	c2	+	Hcv1.av84.c2.g883.i1	6
6038556	6039835	c2	+	Hcv1.av84.c2.g884.i1	4
6039917	6043470	c2	+	Hcv1.av84.c2.g885.i1	1
6043530	6045957	c2	+	Hcv1.av84.c2.g886.i1	1
6043530	6045947	c2	+	Hcv1.av84.c2.g886.i2	2
6043530	6044522	c2	+	Hcv1.av84.c2.g886.i3	1
6046008	6048739	c2	+	Hcv1.av84.c2.g887.i1	7
6048825	6049841	c2	+	Hcv1.av84.c2.g888.i1	3
6049915	6052776	c2	+	Hcv1.av84.c2.g889.i1	4
687586	694078	c2	+	Hcv1.av84.c2.g89.i1	9
6052792	6054225	c2	+	Hcv1.av84.c2.g890.i1	4
6054418	6062581	c2	+	Hcv1.av84.c2.g891.i1	15
6064977	6066849	c2	+	Hcv1.av84.c2.g892.i1	5
6066946	6068617	c2	+	Hcv1.av84.c2.g893.i1	5
6069778	6073687	c2	+	Hcv1.av84.c2.g894.i1	7
6069778	6073687	c2	+	Hcv1.av84.c2.g894.i2	6
6077552	6083264	c2	-	Hcv1.av84.c2.g895.i1	8
6083874	6087227	c2	+	Hcv1.av84.c2.g896.i1	4
6087624	6112314	c2	-	Hcv1.av84.c2.g897.i1	31
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i2	32
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i3	31
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i4	30
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i5	29
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i6	31
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i7	30
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i8	30
6087625	6112314	c2	-	Hcv1.av84.c2.g897.i9	29
6112386	6114693	c2	-	Hcv1.av84.c2.g898.i1	1
6114982	6127391	c2	-	Hcv1.av84.c2.g899.i1	25
6114982	6127391	c2	-	Hcv1.av84.c2.g899.i2	25
56559	64931	c2	+	Hcv1.av84.c2.g9.i1	11
694692	699323	c2	-	Hcv1.av84.c2.g90.i1	7
6127499	6129509	c2	-	Hcv1.av84.c2.g900.i1	2
6131920	6135944	c2	+	Hcv1.av84.c2.g901.i1	15
6131920	6148313	c2	+	Hcv1.av84.c2.g901.i2	16
6141824	6148313	c2	+	Hcv1.av84.c2.g901.i3	7
6141824	6148313	c2	+	Hcv1.av84.c2.g901.i4	16
6136018	6141745	c2	+	Hcv1.av84.c2.g902.i1	15
6148381	6153468	c2	+	Hcv1.av84.c2.g903.i1	16
6153338	6156131	c2	-	Hcv1.av84.c2.g904.i1	9
6158623	6163109	c2	+	Hcv1.av84.c2.g905.i1	16
6158623	6163109	c2	+	Hcv1.av84.c2.g905.i2	15
6158623	6163109	c2	+	Hcv1.av84.c2.g905.i3	16
6163161	6172284	c2	+	Hcv1.av84.c2.g906.i1	14
6163161	6172285	c2	+	Hcv1.av84.c2.g906.i2	16
6163161	6172285	c2	+	Hcv1.av84.c2.g906.i3	15
6172353	6177177	c2	+	Hcv1.av84.c2.g907.i1	16
6177267	6181839	c2	+	Hcv1.av84.c2.g908.i1	15
6182507	6183902	c2	+	Hcv1.av84.c2.g909.i1	1
699557	705616	c2	-	Hcv1.av84.c2.g91.i1	7
6184042	6185135	c2	+	Hcv1.av84.c2.g910.i1	3
6185370	6192624	c2	+	Hcv1.av84.c2.g911.i1	10
6192890	6205625	c2	-	Hcv1.av84.c2.g912.i1	16
6194026	6219010	c2	+	Hcv1.av84.c2.g913.i1	8
6194035	6219010	c2	+	Hcv1.av84.c2.g913.i2	9
6217146	6219011	c2	+	Hcv1.av84.c2.g913.i3	5
6207827	6229283	c2	-	Hcv1.av84.c2.g914.i1	18
6207827	6229283	c2	-	Hcv1.av84.c2.g914.i2	17
6207827	6229283	c2	-	Hcv1.av84.c2.g914.i3	19
6224445	6228725	c2	+	Hcv1.av84.c2.g915.i1	1
6229742	6230939	c2	-	Hcv1.av84.c2.g916.i1	1
6231212	6231970	c2	-	Hcv1.av84.c2.g917.i1	3
6232124	6233632	c2	-	Hcv1.av84.c2.g918.i1	1
6233704	6235645	c2	-	Hcv1.av84.c2.g919.i1	1
705833	708148	c2	+	Hcv1.av84.c2.g92.i1	4
6240860	6241906	c2	+	Hcv1.av84.c2.g920.i1	1
6241997	6253125	c2	+	Hcv1.av84.c2.g921.i1	19
6241997	6253125	c2	+	Hcv1.av84.c2.g921.i2	19
6241997	6252967	c2	+	Hcv1.av84.c2.g921.i3	19
6249184	6250515	c2	-	Hcv1.av84.c2.g922.i1	3
6253926	6257434	c2	+	Hcv1.av84.c2.g923.i1	7
6258419	6260463	c2	-	Hcv1.av84.c2.g924.i1	4
6261361	6262420	c2	-	Hcv1.av84.c2.g925.i1	2
6262973	6267676	c2	-	Hcv1.av84.c2.g926.i1	9
6262973	6267676	c2	-	Hcv1.av84.c2.g926.i2	10
6262973	6267676	c2	-	Hcv1.av84.c2.g926.i3	11
6262973	6267676	c2	-	Hcv1.av84.c2.g926.i4	10
6262973	6263547	c2	-	Hcv1.av84.c2.g926.i5	1
6267732	6270362	c2	-	Hcv1.av84.c2.g927.i1	8
6270438	6273976	c2	-	Hcv1.av84.c2.g928.i1	1
6270438	6273976	c2	-	Hcv1.av84.c2.g928.i2	2
6270438	6272896	c2	-	Hcv1.av84.c2.g928.i3	1
6274034	6275631	c2	-	Hcv1.av84.c2.g929.i1	3
6274035	6275631	c2	-	Hcv1.av84.c2.g929.i2	2
716215	718189	c2	-	Hcv1.av84.c2.g93.i1	5
716215	718189	c2	-	Hcv1.av84.c2.g93.i2	6
6275711	6277152	c2	-	Hcv1.av84.c2.g930.i1	1
6277202	6278779	c2	-	Hcv1.av84.c2.g931.i1	4
6278841	6281906	c2	-	Hcv1.av84.c2.g932.i1	3
6281980	6282800	c2	-	Hcv1.av84.c2.g933.i1	1
6284715	6290298	c2	+	Hcv1.av84.c2.g934.i1	4
6284715	6290298	c2	+	Hcv1.av84.c2.g934.i2	3
6292068	6301275	c2	+	Hcv1.av84.c2.g935.i1	18
6292068	6301275	c2	+	Hcv1.av84.c2.g935.i2	19
6292068	6301275	c2	+	Hcv1.av84.c2.g935.i3	18
6305483	6325698	c2	-	Hcv1.av84.c2.g936.i1	14
6305483	6325698	c2	-	Hcv1.av84.c2.g936.i2	13
6305483	6319530	c2	-	Hcv1.av84.c2.g936.i3	11
6313467	6314842	c2	-	Hcv1.av84.c2.g937.i1	1
6327235	6334054	c2	-	Hcv1.av84.c2.g938.i1	20
6340018	6341054	c2	+	Hcv1.av84.c2.g939.i1	3
718504	720653	c2	-	Hcv1.av84.c2.g94.i1	2
6343815	6346286	c2	+	Hcv1.av84.c2.g940.i1	5
6345255	6347631	c2	-	Hcv1.av84.c2.g941.i1	4
6345255	6348553	c2	-	Hcv1.av84.c2.g941.i2	8
6348644	6355025	c2	-	Hcv1.av84.c2.g942.i1	14
6348644	6355025	c2	-	Hcv1.av84.c2.g942.i2	15
6348644	6355025	c2	-	Hcv1.av84.c2.g942.i3	16
6355086	6361651	c2	-	Hcv1.av84.c2.g943.i1	8
6355086	6361651	c2	-	Hcv1.av84.c2.g943.i2	8
6361707	6362652	c2	-	Hcv1.av84.c2.g944.i1	1
6365226	6370815	c2	-	Hcv1.av84.c2.g945.i1	5
6373785	6377220	c2	+	Hcv1.av84.c2.g946.i1	12
6373785	6377219	c2	+	Hcv1.av84.c2.g946.i2	12
6373785	6377220	c2	+	Hcv1.av84.c2.g946.i3	13
6377149	6382606	c2	-	Hcv1.av84.c2.g947.i1	8
6380281	6381475	c2	+	Hcv1.av84.c2.g948.i1	1
6384181	6390150	c2	+	Hcv1.av84.c2.g949.i1	10
722662	734249	c2	-	Hcv1.av84.c2.g95.i1	5
6384376	6417935	c2	+	Hcv1.av84.c2.g950.i1	8
6384376	6413988	c2	+	Hcv1.av84.c2.g950.i2	2
6390446	6393222	c2	-	Hcv1.av84.c2.g951.i1	3
6390446	6397750	c2	-	Hcv1.av84.c2.g951.i2	3
6402556	6405975	c2	+	Hcv1.av84.c2.g952.i1	1
6422366	6437381	c2	+	Hcv1.av84.c2.g953.i1	26
6425127	6427948	c2	+	Hcv1.av84.c2.g953.i2	2
6426566	6427931	c2	-	Hcv1.av84.c2.g954.i1	1
6437397	6441145	c2	-	Hcv1.av84.c2.g955.i1	3
6445633	6452262	c2	-	Hcv1.av84.c2.g956.i1	8
6445633	6452262	c2	-	Hcv1.av84.c2.g956.i2	7
6453009	6454846	c2	-	Hcv1.av84.c2.g957.i1	3
6459084	6474760	c2	-	Hcv1.av84.c2.g958.i1	18
6467222	6474760	c2	-	Hcv1.av84.c2.g959.i1	6
735809	736865	c2	-	Hcv1.av84.c2.g96.i1	1
6471737	6472941	c2	-	Hcv1.av84.c2.g960.i1	1
6475724	6478379	c2	+	Hcv1.av84.c2.g961.i1	2
6486775	6487339	c2	+	Hcv1.av84.c2.g962.i1	1
6488239	6490503	c2	+	Hcv1.av84.c2.g963.i1	2
6491464	6495061	c2	-	Hcv1.av84.c2.g964.i1	6
6491464	6495061	c2	-	Hcv1.av84.c2.g964.i2	5
6491464	6495061	c2	-	Hcv1.av84.c2.g964.i3	7
6496389	6498227	c2	-	Hcv1.av84.c2.g965.i1	1
6498441	6499349	c2	-	Hcv1.av84.c2.g966.i1	3
6499414	6501333	c2	-	Hcv1.av84.c2.g967.i1	1
6501723	6502612	c2	-	Hcv1.av84.c2.g968.i1	1
6502667	6504790	c2	-	Hcv1.av84.c2.g969.i1	1
744909	752938	c2	-	Hcv1.av84.c2.g97.i1	9
744909	750526	c2	-	Hcv1.av84.c2.g97.i2	9
6527098	6537940	c2	+	Hcv1.av84.c2.g970.i1	23
6527098	6537940	c2	+	Hcv1.av84.c2.g970.i2	22
6527098	6537940	c2	+	Hcv1.av84.c2.g970.i3	22
6527098	6537940	c2	+	Hcv1.av84.c2.g970.i4	23
6538226	6563651	c2	-	Hcv1.av84.c2.g971.i1	11
6563715	6572327	c2	-	Hcv1.av84.c2.g972.i1	6
6575019	6576343	c2	+	Hcv1.av84.c2.g973.i1	1
6579197	6580798	c2	+	Hcv1.av84.c2.g974.i1	1
6580884	6582560	c2	+	Hcv1.av84.c2.g975.i1	5
6582842	6584684	c2	+	Hcv1.av84.c2.g976.i1	1
6584747	6585616	c2	+	Hcv1.av84.c2.g977.i1	1
6585876	6587184	c2	+	Hcv1.av84.c2.g978.i1	2
6587249	6594436	c2	+	Hcv1.av84.c2.g979.i1	18
6587249	6594436	c2	+	Hcv1.av84.c2.g979.i2	19
6587249	6594436	c2	+	Hcv1.av84.c2.g979.i3	16
753116	753554	c2	+	Hcv1.av84.c2.g98.i1	2
6597165	6599199	c2	-	Hcv1.av84.c2.g980.i1	4
6602795	6608009	c2	+	Hcv1.av84.c2.g981.i1	1
6613998	6627243	c2	+	Hcv1.av84.c2.g982.i1	17
6617670	6618771	c2	+	Hcv1.av84.c2.g983.i1	1
6627380	6628739	c2	-	Hcv1.av84.c2.g984.i1	4
6628815	6633458	c2	-	Hcv1.av84.c2.g985.i1	11
6634084	6641875	c2	-	Hcv1.av84.c2.g986.i1	13
6650611	6652330	c2	+	Hcv1.av84.c2.g987.i1	1
6653048	6659395	c2	+	Hcv1.av84.c2.g988.i1	5
6660890	6692897	c2	-	Hcv1.av84.c2.g989.i1	17
6660890	6692897	c2	-	Hcv1.av84.c2.g989.i2	17
6660890	6692897	c2	-	Hcv1.av84.c2.g989.i3	13
753698	754206	c2	+	Hcv1.av84.c2.g99.i1	2
6666314	6685485	c2	+	Hcv1.av84.c2.g990.i1	16
6671789	6677235	c2	-	Hcv1.av84.c2.g991.i1	2
6705700	6710340	c2	+	Hcv1.av84.c2.g992.i1	4
6721006	6730631	c2	-	Hcv1.av84.c2.g993.i1	19
6721006	6730631	c2	-	Hcv1.av84.c2.g993.i2	18
6732048	6736805	c2	-	Hcv1.av84.c2.g994.i1	4
6737649	6747951	c2	-	Hcv1.av84.c2.g995.i1	11
6737649	6747951	c2	-	Hcv1.av84.c2.g995.i2	12
6737649	6748324	c2	-	Hcv1.av84.c2.g995.i3	12
6739928	6746580	c2	+	Hcv1.av84.c2.g996.i1	8
6741411	6746580	c2	+	Hcv1.av84.c2.g996.i2	8
6750883	6756312	c2	+	Hcv1.av84.c2.g997.i1	11
6751000	6756312	c2	+	Hcv1.av84.c2.g997.i2	11
6756307	6763672	c2	-	Hcv1.av84.c2.g998.i1	17
6756318	6763672	c2	-	Hcv1.av84.c2.g998.i2	16
6764207	6768757	c2	-	Hcv1.av84.c2.g999.i1	8
896	5638	c3	+	Hcv1.av84.c3.g1.i1	3
896	7506	c3	+	Hcv1.av84.c3.g1.i2	2
280322	318512	c3	-	Hcv1.av84.c3.g10.i1	17
987240	988414	c3	-	Hcv1.av84.c3.g100.i1	1
8217314	8225331	c3	-	Hcv1.av84.c3.g1000.i1	6
8231531	8235053	c3	+	Hcv1.av84.c3.g1001.i1	9
8231531	8235053	c3	+	Hcv1.av84.c3.g1001.i2	8
8235809	8241764	c3	+	Hcv1.av84.c3.g1002.i1	15
8242144	8273006	c3	-	Hcv1.av84.c3.g1003.i1	8
8249740	8251302	c3	+	Hcv1.av84.c3.g1004.i1	1
8251431	8256917	c3	+	Hcv1.av84.c3.g1005.i1	11
8256961	8258449	c3	+	Hcv1.av84.c3.g1006.i1	2
8256961	8258449	c3	+	Hcv1.av84.c3.g1006.i2	3
8258540	8271707	c3	+	Hcv1.av84.c3.g1007.i1	11
8264126	8266526	c3	+	Hcv1.av84.c3.g1008.i1	2
8272048	8275926	c3	+	Hcv1.av84.c3.g1009.i1	10
989044	992448	c3	+	Hcv1.av84.c3.g101.i1	6
989069	992448	c3	+	Hcv1.av84.c3.g101.i2	6
990440	992448	c3	+	Hcv1.av84.c3.g101.i3	6
8336864	8371982	c3	+	Hcv1.av84.c3.g1010.i1	29
8336855	8371978	c3	+	Hcv1.av84.c3.g1010.i2	30
8356282	8371978	c3	+	Hcv1.av84.c3.g1010.i3	26
8275999	8286027	c3	+	Hcv1.av84.c3.g1011.i1	11
8277048	8286027	c3	+	Hcv1.av84.c3.g1011.i2	10
8280121	8286027	c3	+	Hcv1.av84.c3.g1011.i3	10
8292354	8297654	c3	+	Hcv1.av84.c3.g1012.i1	5
8280163	8297653	c3	+	Hcv1.av84.c3.g1012.i2	12
8292467	8294639	c3	-	Hcv1.av84.c3.g1013.i1	1
8298428	8299685	c3	-	Hcv1.av84.c3.g1014.i1	2
8302315	8304943	c3	-	Hcv1.av84.c3.g1015.i1	5
8302315	8304943	c3	-	Hcv1.av84.c3.g1015.i2	3
8306299	8310576	c3	-	Hcv1.av84.c3.g1016.i1	6
8313813	8324570	c3	-	Hcv1.av84.c3.g1017.i1	22
8313813	8324570	c3	-	Hcv1.av84.c3.g1017.i2	11
8325050	8326876	c3	+	Hcv1.av84.c3.g1018.i1	3
8336589	8338287	c3	-	Hcv1.av84.c3.g1019.i1	4
992552	994415	c3	+	Hcv1.av84.c3.g102.i1	4
992552	994415	c3	+	Hcv1.av84.c3.g102.i2	6
992552	994415	c3	+	Hcv1.av84.c3.g102.i3	5
8341553	8343661	c3	+	Hcv1.av84.c3.g1020.i1	1
8347247	8350423	c3	-	Hcv1.av84.c3.g1021.i1	5
8343693	8350423	c3	-	Hcv1.av84.c3.g1021.i2	6
8352039	8355311	c3	-	Hcv1.av84.c3.g1022.i1	5
8372128	8376352	c3	+	Hcv1.av84.c3.g1023.i1	5
8373154	8376352	c3	+	Hcv1.av84.c3.g1023.i2	5
8377685	8384291	c3	+	Hcv1.av84.c3.g1024.i1	12
8384476	8396841	c3	+	Hcv1.av84.c3.g1025.i1	8
8384476	8396766	c3	+	Hcv1.av84.c3.g1025.i2	9
8396889	8409404	c3	-	Hcv1.av84.c3.g1026.i1	10
8397167	8409404	c3	-	Hcv1.av84.c3.g1026.i2	9
8412340	8417302	c3	+	Hcv1.av84.c3.g1027.i1	1
8416684	8420060	c3	+	Hcv1.av84.c3.g1027.i2	1
8428079	8429887	c3	+	Hcv1.av84.c3.g1028.i1	4
8428079	8429876	c3	+	Hcv1.av84.c3.g1028.i2	4
8429954	8431719	c3	+	Hcv1.av84.c3.g1029.i1	2
997658	998235	c3	-	Hcv1.av84.c3.g103.i1	2
8433034	8435213	c3	+	Hcv1.av84.c3.g1030.i1	2
8435287	8437404	c3	+	Hcv1.av84.c3.g1031.i1	5
8437552	8439845	c3	+	Hcv1.av84.c3.g1032.i1	5
8439915	8443783	c3	+	Hcv1.av84.c3.g1033.i1	9
8439915	8443783	c3	+	Hcv1.av84.c3.g1033.i2	9
8443870	8459713	c3	-	Hcv1.av84.c3.g1034.i1	22
8443870	8472303	c3	-	Hcv1.av84.c3.g1034.i2	23
8445317	8472303	c3	-	Hcv1.av84.c3.g1034.i3	22
8445317	8472303	c3	-	Hcv1.av84.c3.g1034.i4	23
8445317	8464470	c3	-	Hcv1.av84.c3.g1034.i5	21
8462334	8465941	c3	+	Hcv1.av84.c3.g1035.i1	5
8472375	8482152	c3	-	Hcv1.av84.c3.g1036.i1	5
8482494	8486530	c3	-	Hcv1.av84.c3.g1037.i1	11
8482494	8486530	c3	-	Hcv1.av84.c3.g1037.i2	10
8482494	8486530	c3	-	Hcv1.av84.c3.g1037.i3	12
8486716	8487442	c3	-	Hcv1.av84.c3.g1038.i1	1
8487687	8490652	c3	-	Hcv1.av84.c3.g1039.i1	1
998236	1008217	c3	-	Hcv1.av84.c3.g104.i1	3
8490830	8492788	c3	-	Hcv1.av84.c3.g1040.i1	4
8498510	8499125	c3	+	Hcv1.av84.c3.g1041.i1	2
8501649	8502331	c3	-	Hcv1.av84.c3.g1042.i1	2
8503237	8504122	c3	+	Hcv1.av84.c3.g1043.i1	2
8504819	8505605	c3	+	Hcv1.av84.c3.g1044.i1	2
8507139	8508105	c3	+	Hcv1.av84.c3.g1045.i1	2
8507761	8512015	c3	-	Hcv1.av84.c3.g1046.i1	4
8512100	8513121	c3	-	Hcv1.av84.c3.g1047.i1	4
8513198	8514162	c3	-	Hcv1.av84.c3.g1048.i1	3
8514346	8559656	c3	-	Hcv1.av84.c3.g1049.i1	27
998452	1001218	c3	-	Hcv1.av84.c3.g105.i1	1
998461	1008217	c3	-	Hcv1.av84.c3.g105.i2	3
8522607	8530860	c3	+	Hcv1.av84.c3.g1050.i1	9
8522786	8531204	c3	+	Hcv1.av84.c3.g1050.i2	8
8548961	8552506	c3	+	Hcv1.av84.c3.g1051.i1	4
8560434	8561315	c3	-	Hcv1.av84.c3.g1052.i1	1
8563234	8571742	c3	-	Hcv1.av84.c3.g1053.i1	10
8567776	8571742	c3	-	Hcv1.av84.c3.g1053.i2	10
8563238	8565535	c3	-	Hcv1.av84.c3.g1054.i1	1
8565930	8567930	c3	+	Hcv1.av84.c3.g1055.i1	1
8575082	8576143	c3	-	Hcv1.av84.c3.g1056.i1	3
8576222	8579864	c3	-	Hcv1.av84.c3.g1057.i1	3
8579930	8581870	c3	-	Hcv1.av84.c3.g1058.i1	2
8581929	8584434	c3	-	Hcv1.av84.c3.g1059.i1	3
1008302	1009515	c3	-	Hcv1.av84.c3.g106.i1	3
8584507	8586169	c3	-	Hcv1.av84.c3.g1060.i1	1
8586701	8590188	c3	+	Hcv1.av84.c3.g1061.i1	1
8590514	8597718	c3	+	Hcv1.av84.c3.g1062.i1	5
8593599	8597718	c3	+	Hcv1.av84.c3.g1062.i2	4
8590735	8591763	c3	+	Hcv1.av84.c3.g1063.i1	1
8597796	8601285	c3	+	Hcv1.av84.c3.g1064.i1	4
8602348	8612350	c3	+	Hcv1.av84.c3.g1065.i1	9
8612595	8613341	c3	-	Hcv1.av84.c3.g1066.i1	2
8616947	8620116	c3	-	Hcv1.av84.c3.g1067.i1	2
8617186	8625220	c3	-	Hcv1.av84.c3.g1067.i2	5
8626117	8629573	c3	+	Hcv1.av84.c3.g1068.i1	1
8629859	8633060	c3	+	Hcv1.av84.c3.g1069.i1	3
1009752	1011701	c3	-	Hcv1.av84.c3.g107.i1	7
8653975	8669219	c3	-	Hcv1.av84.c3.g1070.i1	15
8671401	8675727	c3	+	Hcv1.av84.c3.g1071.i1	3
8676921	8679784	c3	+	Hcv1.av84.c3.g1072.i1	6
8676921	8680087	c3	+	Hcv1.av84.c3.g1072.i2	6
8678547	8679206	c3	+	Hcv1.av84.c3.g1073.i1	1
8680079	8692014	c3	-	Hcv1.av84.c3.g1074.i1	12
8680158	8704211	c3	+	Hcv1.av84.c3.g1075.i1	11
8698753	8700712	c3	+	Hcv1.av84.c3.g1076.i1	1
8705097	8719043	c3	-	Hcv1.av84.c3.g1077.i1	13
8705114	8719579	c3	-	Hcv1.av84.c3.g1077.i2	14
8719716	8722899	c3	-	Hcv1.av84.c3.g1078.i1	7
8723577	8728518	c3	+	Hcv1.av84.c3.g1079.i1	10
1012781	1027717	c3	-	Hcv1.av84.c3.g108.i1	45
8728595	8728739	c3	-	Hcv1.av84.c3.g1080.i1	1
8730882	8735477	c3	-	Hcv1.av84.c3.g1081.i1	4
8730883	8735477	c3	-	Hcv1.av84.c3.g1081.i2	3
8749915	8750704	c3	+	Hcv1.av84.c3.g1082.i1	2
8749924	8751919	c3	+	Hcv1.av84.c3.g1082.i2	2
8751868	8764491	c3	-	Hcv1.av84.c3.g1083.i1	10
8751868	8764491	c3	-	Hcv1.av84.c3.g1083.i2	11
8751948	8764491	c3	-	Hcv1.av84.c3.g1083.i3	10
8767010	8779889	c3	-	Hcv1.av84.c3.g1084.i1	34
8767010	8779889	c3	-	Hcv1.av84.c3.g1084.i2	33
8773306	8774581	c3	-	Hcv1.av84.c3.g1085.i1	2
8779931	8782040	c3	-	Hcv1.av84.c3.g1086.i1	3
8782100	8785515	c3	-	Hcv1.av84.c3.g1087.i1	1
8786278	8788720	c3	-	Hcv1.av84.c3.g1088.i1	4
8787227	8788720	c3	-	Hcv1.av84.c3.g1088.i2	2
8788790	8790664	c3	-	Hcv1.av84.c3.g1089.i1	1
1028077	1030451	c3	-	Hcv1.av84.c3.g109.i1	6
8790810	8792449	c3	-	Hcv1.av84.c3.g1090.i1	1
8792532	8793984	c3	-	Hcv1.av84.c3.g1091.i1	1
8794282	8795762	c3	-	Hcv1.av84.c3.g1092.i1	4
8796932	8813600	c3	-	Hcv1.av84.c3.g1093.i1	27
8813671	8816696	c3	-	Hcv1.av84.c3.g1094.i1	7
8816780	8818488	c3	-	Hcv1.av84.c3.g1095.i1	3
8824334	8886533	c3	-	Hcv1.av84.c3.g1096.i1	75
8836046	8837431	c3	+	Hcv1.av84.c3.g1097.i1	1
8838039	8839340	c3	+	Hcv1.av84.c3.g1098.i1	3
8886784	8893448	c3	+	Hcv1.av84.c3.g1099.i1	3
8886784	8893448	c3	+	Hcv1.av84.c3.g1099.i2	2
8888426	8893448	c3	+	Hcv1.av84.c3.g1099.i3	6
307125	308261	c3	-	Hcv1.av84.c3.g11.i1	1
1030955	1032195	c3	-	Hcv1.av84.c3.g110.i1	4
8893571	8895793	c3	-	Hcv1.av84.c3.g1100.i1	4
8902509	8903584	c3	-	Hcv1.av84.c3.g1101.i1	4
8903893	8905091	c3	+	Hcv1.av84.c3.g1102.i1	4
8905240	8908220	c3	-	Hcv1.av84.c3.g1103.i1	5
8908318	8910685	c3	-	Hcv1.av84.c3.g1104.i1	8
8908318	8910685	c3	-	Hcv1.av84.c3.g1104.i2	9
8910746	8913339	c3	-	Hcv1.av84.c3.g1105.i1	1
8922904	8926719	c3	-	Hcv1.av84.c3.g1106.i1	10
8926980	8930528	c3	+	Hcv1.av84.c3.g1107.i1	6
8933365	8935010	c3	+	Hcv1.av84.c3.g1108.i1	1
8935294	8939690	c3	+	Hcv1.av84.c3.g1109.i1	7
1032848	1043399	c3	+	Hcv1.av84.c3.g111.i1	22
1032848	1043399	c3	+	Hcv1.av84.c3.g111.i2	23
1523720	1524747	c4	-	Hcv1.av84.c3.g1110.i1	1
8963631	8965728	c3	-	Hcv1.av84.c3.g1111.i1	2
8981601	8982733	c3	+	Hcv1.av84.c3.g1112.i1	1
9006190	9012159	c3	-	Hcv1.av84.c3.g1113.i1	5
9006190	9010643	c3	-	Hcv1.av84.c3.g1113.i2	2
9012267	9020022	c3	-	Hcv1.av84.c3.g1114.i1	9
9014418	9016536	c3	-	Hcv1.av84.c3.g1115.i1	1
